,UBIGEO,P1$01,P1$02,P1$03,P1$04,P1$05,P1$06,P1$07,P1$08,P1$09,P1$10,P1$11,P1$12,P1$13,P1$14,P1$15,P1$16,P1$17,P1$18,P1$19,P1$20,P1$21,P2A1$1,P2A1$2,P2A1$3,P2A1$4,P507,P207,P208A,P301A,Region,REGION
19252,110206,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,2,2,5,3,2,43,8,11,ICA
19253,110206,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,3,3,3,2,2,73,6,11,ICA
19254,110206,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,2,3,2,1,55,8,11,ICA
19255,110110,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3,3,3,3,3,2,29,6,11,ICA
19256,110110,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,2,2,54,7,11,ICA
19257,110110,1.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3,3,3,3,8,1,68,6,11,ICA
19258,110110,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,3,3,1,58,8,11,ICA
19259,110301,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.5,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.5,1.0,3,2,2,2,4,1,69,3,11,ICA
19260,110301,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,4,2,24,8,11,ICA
19261,110301,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4,4,3,3,1,1,42,6,11,ICA
19262,110505,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1,65,6,11,ICA
19263,110505,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3,3,2,2,4,2,35,6,11,ICA
19264,110505,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,2,4,2,33,5,11,ICA
19265,110505,2.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,3,2,2,2,31,4,11,ICA
19266,110505,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.5,2.5,2.5,2.0,2.5,4,5,5,5,4,1,37,6,11,ICA
19267,110505,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,8,2,20,7,11,ICA
19268,110104,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,31,6,11,ICA
19269,110104,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4,3,3,3,4,1,67,5,11,ICA
19270,110104,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,5,2,33,6,11,ICA
19271,110104,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3,3,3,4,3,2,25,8,11,ICA
19272,110104,2.5,2.5,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.5,2.0,2.5,2.5,2.5,4,3,3,4,4,1,61,3,11,ICA
19273,110104,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3,3,3,3,3,1,26,9,11,ICA
19274,110107,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,2,1,58,6,11,ICA
19275,110107,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3,3,3,4,4,1,53,9,11,ICA
19276,110107,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3,3,3,3,3,1,60,10,11,ICA
19277,110107,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3,3,2,2,2,2,38,7,11,ICA
19278,110107,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.5,2.5,2.0,2.5,2.5,1.0,2.5,2.5,4.0,2.5,2.5,2.5,2.5,2.5,3,5,5,2,8,2,81,3,11,ICA
19279,110107,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,2.5,2.0,2.5,1.0,1.0,2.0,2.0,3.0,2.5,2.5,2.5,2.5,2.5,3,3,3,3,8,2,94,3,11,ICA
19280,110210,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,5,3,3,2,1,27,10,11,ICA
19281,110210,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3,3,2,2,3,2,42,8,11,ICA
19282,110210,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3,3,4,8,2,32,6,11,ICA
19283,110210,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.5,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,2,2,21,6,11,ICA
19284,110210,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3,5,3,3,2,2,48,6,11,ICA
19285,110204,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2,2,2,2,3,2,45,8,11,ICA
19286,110204,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2,3,3,2,8,2,51,8,11,ICA
19287,110204,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3,3,3,2,2,2,41,8,11,ICA
19288,110204,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3,3,3,2,8,2,34,8,11,ICA
19289,110204,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2,1,2,2,8,2,65,5,11,ICA
19290,110204,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3,2,2,2,2,46,4,11,ICA
19291,110204,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2,3,2,4,1,39,4,11,ICA
19292,110204,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2,2,2,3,4,1,32,3,11,ICA
19293,110503,2.5,2.5,2.0,1.0,1.0,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.0,2.0,2.0,4.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,8,2,84,3,11,ICA
19294,110503,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2,3,2,2,3,1,48,6,11,ICA
19295,110503,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.5,1.0,1.0,1.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,3,3,3,3,4,2,48,3,11,ICA
19296,110503,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4,5,2,2,4,1,52,6,11,ICA
19297,110503,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2,3,3,2,4,1,61,5,11,ICA
19298,110503,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3,3,3,3,4,1,58,4,11,ICA
19299,110503,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,4,3,5,3,4,1,67,4,11,ICA
19300,110503,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3,2,3,2,4,1,34,6,11,ICA
19301,120114,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2,2,2,2,8,2,18,5,12,JUNIN
19302,120114,2.5,2.5,2.0,1.0,1.0,1.0,2.5,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,2.0,2.5,4,5,5,4,2,2,49,7,12,JUNIN
19303,120114,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,3,2,21,9,12,JUNIN
19304,120114,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,3,1,25,10,12,JUNIN
19305,120114,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,3,5,5,5,2,1,37,3,12,JUNIN
19306,120114,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3,3,3,3,2,1,63,6,12,JUNIN
19307,120101,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3,3,3,3,3,2,51,10,12,JUNIN
19308,120101,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3,3,3,3,3,1,43,11,12,JUNIN
19309,120101,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,8,2,32,8,12,JUNIN
19310,120101,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3,3,3,3,2,2,36,9,12,JUNIN
19311,120101,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.5,2.0,2.0,2.0,1.0,3,3,3,3,4,1,69,4,12,JUNIN
19312,120107,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,3,3,3,4,1,38,6,12,JUNIN
19313,120107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,1,80,5,12,JUNIN
19314,120107,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4,3,3,3,3,2,27,6,12,JUNIN
19315,120107,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,8,1,21,7,12,JUNIN
19316,120107,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.5,2.5,2.5,2.5,3,4,3,3,3,1,36,6,12,JUNIN
19317,120107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,4,3,3,2,2,48,6,12,JUNIN
19318,120114,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,2.5,1.0,2.5,3.0,2.5,3,3,2,3,2,2,30,5,12,JUNIN
19319,120114,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4,4,4,4,8,2,38,11,12,JUNIN
19320,120114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4,3,3,3,3,1,62,10,12,JUNIN
19321,120114,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3,3,3,3,2,2,59,6,12,JUNIN
19322,120114,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4,2,5,2,8,2,37,6,12,JUNIN
19323,120114,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3,3,3,2,2,2,28,7,12,JUNIN
19324,120114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,3,1,68,11,12,JUNIN
19325,120114,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3,4,3,3,2,2,50,4,12,JUNIN
19326,120114,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,3,2,2,1,75,6,12,JUNIN
19327,120114,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,2,2,57,6,12,JUNIN
19328,120114,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,8,2,87,6,12,JUNIN
19329,120114,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4,3,5,4,2,2,37,3,12,JUNIN
19330,120114,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3,3,3,2,4,1,67,8,12,JUNIN
19331,120107,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3,5,3,3,8,2,61,7,12,JUNIN
19332,120107,2.0,2.0,3.0,1.0,1.0,2.0,2.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,2,76,6,12,JUNIN
19333,120107,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,3,1,51,10,12,JUNIN
19334,120107,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.5,4,4,3,3,8,1,87,6,12,JUNIN
19335,120107,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2,3,2,5,3,1,27,10,12,JUNIN
19336,120107,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,3,3,3,4,1,69,7,12,JUNIN
19337,120501,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,3,2,2,2,2,2,60,4,12,JUNIN
19338,120501,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2,2,2,2,4,1,21,6,12,JUNIN
19339,120501,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2,2,2,2,3,1,47,8,12,JUNIN
19340,120501,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,3,1,46,10,12,JUNIN
19341,120501,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,2,2,49,7,12,JUNIN
19342,120129,2.5,2.5,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.5,2.5,2.5,2.5,4.0,4,3,3,2,2,1,36,6,12,JUNIN
19343,120129,2.5,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,1.0,1.0,2.0,3.0,1.0,2.5,2.5,2.5,2.5,2.5,3,3,3,3,8,2,23,8,12,JUNIN
19344,120129,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2,2,2,2,8,2,25,10,12,JUNIN
19345,120129,2.5,2.5,2.0,1.0,4.0,4.0,4.0,2.0,2.5,4.0,2.5,1.0,1.0,2.0,4.0,4.0,2.5,2.5,2.5,2.5,2.5,4,4,5,5,8,1,96,3,12,JUNIN
19346,120129,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,31,10,12,JUNIN
19347,120129,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2,3,3,8,1,73,10,12,JUNIN
19348,120210,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3,3,3,3,3,1,28,8,12,JUNIN
19349,120210,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1,48,9,12,JUNIN
19350,120210,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.5,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2,2,2,2,3,2,40,11,12,JUNIN
19351,120210,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.5,2.0,2.0,2.5,2.5,2,3,3,3,4,2,52,5,12,JUNIN
19352,120210,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.5,2.0,2.5,2.0,2.5,3,3,3,3,2,1,83,3,12,JUNIN
19353,120210,1.0,2.5,3.0,3.0,3.0,3.0,1.0,2.5,2.0,2.5,2.5,1.0,1.0,2.0,3.0,4.0,2.5,2.5,2.5,2.5,2.5,2,2,2,2,8,2,74,3,12,JUNIN
19354,120701,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.5,2.0,2.5,2.0,2.0,4,3,2,2,2,2,41,6,12,JUNIN
19355,120701,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4,4,5,5,2,2,55,6,12,JUNIN
19356,120701,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2,3,3,3,5,2,22,9,12,JUNIN
19357,120701,2.5,2.5,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.5,2.5,2.5,3,2,2,2,8,2,76,3,12,JUNIN
19358,120701,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,4,1,33,6,12,JUNIN
19359,120701,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4,3,2,3,5,1,50,6,12,JUNIN
19360,120130,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,2.0,2.0,1.0,1.0,2.5,2.5,2.5,2.5,3,3,3,3,2,2,63,3,12,JUNIN
19361,120130,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,1,67,6,12,JUNIN
19362,120130,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3,3,3,3,3,2,22,9,12,JUNIN
19363,120130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,2,65,6,12,JUNIN
19364,120130,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,2,2,2,2,2,56,6,12,JUNIN
19365,120130,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,3,3,2,2,48,8,12,JUNIN
19366,120607,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.5,2.5,2.0,2.0,4,3,3,3,2,2,35,3,12,JUNIN
19367,120607,2.5,2.5,3.0,3.0,2.0,2.0,2.0,2.0,2.5,2.0,2.5,2.5,1.0,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,2,1,44,3,12,JUNIN
19368,120607,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3,2,2,2,1,2,29,7,12,JUNIN
19369,120607,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5,5,2,3,3,2,21,6,12,JUNIN
19370,120607,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3,3,3,3,2,2,44,6,12,JUNIN
19371,120607,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3,2,3,2,8,1,51,6,12,JUNIN
19372,120701,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4,2,2,3,5,2,26,6,12,JUNIN
19373,120701,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2,2,2,2,4,1,33,4,12,JUNIN
