,UBIGEO,P1$01,P1$02,P1$03,P1$04,P1$05,P1$06,P1$07,P1$08,P1$09,P1$10,P1$11,P1$12,P1$13,P1$14,P1$15,P1$16,P1$17,P1$18,P1$19,P1$20,P1$21,P2A1$1,P2A1$2,P2A1$3,P2A1$4,P507,P207,P208A,P301A,Region,REGION
9779,180104,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,3,3,4,2,24,6,18,MOQUEGUA
9780,180104,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4,5,5,5,3,1,55,11,18,MOQUEGUA
9781,180104,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,5,5,5,2,2,75,6,18,MOQUEGUA
9782,180101,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2,2,2,8,1,20,9,18,MOQUEGUA
9783,180101,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3,2,2,2,3,1,18,6,18,MOQUEGUA
9784,180101,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4,4,3,1,8,1,32,6,18,MOQUEGUA
9785,180101,3.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4,2,2,2,8,2,26,6,18,MOQUEGUA
9786,180301,3.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4,3,3,3,8,2,37,6,18,MOQUEGUA
9787,180301,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,3,1,39,10,18,MOQUEGUA
9788,180301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,5,5,8,2,35,6,18,MOQUEGUA
9789,180301,1.0,1.0,1.0,1.0,1.0,2.5,4.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.0,2.5,4.0,4,5,5,5,2,2,42,4,18,MOQUEGUA
9790,180301,1.0,1.0,2.5,1.0,1.0,1.0,2.0,2.5,4.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,4.0,2.5,4,3,3,3,2,1,41,6,18,MOQUEGUA
9791,180301,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3,3,2,2,4,1,40,8,18,MOQUEGUA
9792,180301,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,2.5,3.0,2.5,3,5,5,5,2,2,60,6,18,MOQUEGUA
9793,180301,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3,3,3,3,2,2,51,9,18,MOQUEGUA
9794,180301,1.0,1.0,2.0,1.0,1.0,1.0,2.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.5,2.5,2.5,3,5,5,5,2,2,61,3,18,MOQUEGUA
9795,180301,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,4,4,4,5,1,61,6,18,MOQUEGUA
9796,180301,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2,1,1,1,3,2,53,8,18,MOQUEGUA
9797,180301,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4,3,3,3,6,2,57,5,18,MOQUEGUA
9798,180301,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,5,5,5,8,1,36,9,18,MOQUEGUA
9799,180301,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.5,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3,5,5,5,1,1,56,5,18,MOQUEGUA
9800,180301,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3,3,2,2,3,1,49,8,18,MOQUEGUA
9801,180301,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3,5,5,5,2,1,64,1,18,MOQUEGUA
9802,180301,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,2,2,4,1,46,9,18,MOQUEGUA
9803,180302,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4,5,5,5,8,2,29,6,18,MOQUEGUA
9804,180302,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4,3,2,3,6,2,28,9,18,MOQUEGUA
9805,180302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,3,2,35,6,18,MOQUEGUA
9806,180302,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,2,2,2,3,1,30,8,18,MOQUEGUA
9807,180302,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.5,1.0,2.0,2.5,1.0,1.0,2.0,2.0,3.0,2.5,1.0,2.5,2.5,2.5,4,3,3,3,8,1,79,3,18,MOQUEGUA
9808,180105,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3,2,2,1,3,2,18,7,18,MOQUEGUA
9809,180105,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,60,6,18,MOQUEGUA
9810,180105,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,5,4,2,1,46,3,18,MOQUEGUA
9811,180105,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3,5,5,5,5,2,59,6,18,MOQUEGUA
9812,180105,2.5,2.5,2.5,2.5,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,2,2,75,1,18,MOQUEGUA
9813,180105,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3,2,2,3,5,1,60,9,18,MOQUEGUA
9814,180105,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.5,2.5,2.5,2.5,2.5,4,5,5,5,4,1,59,6,18,MOQUEGUA
9815,180105,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,5,5,4,2,63,1,18,MOQUEGUA
9816,180204,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4.0,2.5,2.5,2.5,2.5,4.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,8,2,88,1,18,MOQUEGUA
9817,180204,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.5,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.5,3.0,2.5,2.5,2.5,5,5,5,5,4,1,32,6,18,MOQUEGUA
9818,180204,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,1.0,2.5,5,5,5,5,2,1,59,4,18,MOQUEGUA
9819,180204,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,2,1,63,3,18,MOQUEGUA
9820,180204,2.5,2.5,2.0,1.0,2.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,2,1,60,5,18,MOQUEGUA
9821,180204,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,2,2,47,3,18,MOQUEGUA
9822,180204,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3,5,5,2,4,1,31,6,18,MOQUEGUA
9823,180204,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,5,5,2,1,41,8,18,MOQUEGUA
9824,180204,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,4,1,48,5,18,MOQUEGUA
9825,180204,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3,5,5,2,2,1,46,6,18,MOQUEGUA
9826,180204,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4,5,5,5,2,2,32,6,18,MOQUEGUA
9827,180204,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2,3,3,3,5,1,21,9,18,MOQUEGUA
9828,180204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.5,2.5,2.5,2.5,4,5,5,5,2,1,56,4,18,MOQUEGUA
9829,180204,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,2.5,2.5,1.0,4.0,2.5,2.5,2.5,2.5,4,5,5,5,5,2,62,3,18,MOQUEGUA
9830,180204,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.5,2.5,2.5,4.0,1.0,1.0,2.5,2.0,1.0,2.5,2.5,2.5,2.5,2.5,4,5,5,5,2,2,63,3,18,MOQUEGUA
9831,190101,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3,4,3,3,2,2,46,8,19,PASCO
9832,190101,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2,2,3,3,8,1,18,6,19,PASCO
9833,190101,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,2,55,3,19,PASCO
9834,190101,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,4,4,3,3,3,1,27,11,19,PASCO
9835,190101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,3,3,4,1,42,6,19,PASCO
9836,190101,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3,4,3,3,2,2,34,10,19,PASCO
9837,190101,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3,3,3,3,4,1,33,6,19,PASCO
9838,190101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,5,1,18,9,19,PASCO
9839,190113,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3,2,3,2,3,2,67,10,19,PASCO
9840,190113,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,3,2,34,10,19,PASCO
9841,190113,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3,5,3,3,2,2,41,10,19,PASCO
9842,190113,2.5,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,2.5,2.0,1.0,5,5,5,5,8,2,92,4,19,PASCO
9843,190113,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3,5,5,2,8,1,20,7,19,PASCO
9844,190113,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3,3,2,3,1,38,10,19,PASCO
9845,190113,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3,3,2,3,2,1,68,9,19,PASCO
9846,190113,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,3,1,46,11,19,PASCO
9847,190207,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,5,2,32,7,19,PASCO
9848,190207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,5,5,2,1,71,5,19,PASCO
9849,190207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,3,2,1,66,3,19,PASCO
9850,190207,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.5,2.0,4.0,2.0,2.0,3,2,2,2,2,1,69,4,19,PASCO
9851,190207,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,5,5,2,2,59,8,19,PASCO
9852,190207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,5,5,5,2,1,52,3,19,PASCO
9853,190107,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,3.0,1.0,3,3,3,3,2,2,61,1,19,PASCO
9854,190107,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.5,2.5,2.5,3.0,2.5,3,5,5,5,5,2,28,6,19,PASCO
9855,190107,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,2,1,52,6,19,PASCO
9856,190107,2.5,2.5,3.0,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,1.0,1.0,1.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,5,5,5,5,5,2,70,3,19,PASCO
9857,190107,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.5,2.5,2.5,2.5,2.5,3,3,3,3,5,2,41,3,19,PASCO
9858,190107,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.5,3.0,3.0,3.0,1.0,2.0,2.5,2.5,3.0,2.5,2.5,2.5,2.5,2.5,3,5,5,5,2,2,55,6,19,PASCO
9859,190104,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4,3,3,3,3,1,53,9,19,PASCO
9860,190104,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2,3,1,1,4,1,66,5,19,PASCO
9861,190104,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2,3,3,3,2,2,50,5,19,PASCO
9862,190104,2.0,2.0,2.5,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,4,3,3,3,2,1,43,8,19,PASCO
9863,190104,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3,3,3,3,2,2,38,7,19,PASCO
9864,190104,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3,3,2,2,8,2,25,8,19,PASCO
9865,190308,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,3,2,1,60,3,19,PASCO
9866,190308,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.5,4.0,2.5,4.0,2.5,4,5,5,2,2,1,22,4,19,PASCO
9867,190308,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,4,1,40,5,19,PASCO
9868,190308,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2,2,2,1,3,1,23,6,19,PASCO
9869,190308,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4,3,3,3,2,1,50,6,19,PASCO
9870,190308,2.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,5,4,4,2,4,1,46,6,19,PASCO
9871,190102,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4,3,3,2,2,1,46,5,19,PASCO
9872,190102,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,24,6,19,PASCO
9873,190102,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,5,5,3,2,1,36,8,19,PASCO
9874,190102,2.5,2.5,2.0,1.0,1.0,1.0,2.5,1.0,1.0,2.0,2.5,2.5,2.5,2.5,2.0,1.0,2.5,2.5,2.5,2.5,2.5,5,5,5,3,5,2,38,3,19,PASCO
9875,190102,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,4,2,27,4,19,PASCO
9876,190102,1.0,1.0,2.0,2.0,3.0,4.0,2.5,1.0,1.0,4.0,2.5,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.5,2.5,2.5,2,2,2,2,4,2,26,5,19,PASCO
9877,190102,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,5,2,37,4,19,PASCO
9878,190102,2.5,4.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3,3,2,2,2,2,47,3,19,PASCO
9879,190304,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3,3,3,2,1,2,58,4,19,PASCO
9880,190304,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,3,2,4,3,8,2,18,6,19,PASCO
9881,190304,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3,3,2,2,1,1,34,5,19,PASCO
9882,190304,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2,2,5,2,2,1,65,5,19,PASCO
9883,190304,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4,5,5,5,1,1,58,6,19,PASCO
9884,190304,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2,2,2,2,4,2,23,6,19,PASCO
9885,190304,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,2,4,1,56,6,19,PASCO
9886,190304,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,4,3,3,3,4,2,42,6,19,PASCO
9887,200101,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2,2,3,3,3,1,21,9,20,PIURA
9888,200101,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,8,2,48,8,20,PIURA
9889,200101,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4,3,3,3,2,1,46,6,20,PIURA
9890,200104,1.0,1.0,3.0,2.5,1.0,2.0,2.0,1.0,2.5,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.5,1.0,2.5,2.0,2.5,4,5,5,5,6,2,66,1,20,PIURA
9891,200104,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3,5,5,5,8,2,32,10,20,PIURA
9892,200104,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3,3,3,3,5,1,20,6,20,PIURA
9893,200104,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3,5,5,3,4,2,32,5,20,PIURA
9894,200104,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4,4,4,4,3,2,23,10,20,PIURA
9895,200104,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3,3,3,3,2,2,70,4,20,PIURA
9896,200115,2.5,2.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2,2,2,2,2,1,76,3,20,PIURA
9897,200115,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,46,6,20,PIURA
9898,200115,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3,3,3,3,8,2,44,5,20,PIURA
